GenderCode,Age,Tenure,Target_Performance,RaceDesc_Black,RaceDesc_Hispanic,RaceDesc_Other,RaceDesc_White,DepartmentType_Executive Office,DepartmentType_IT/IS,DepartmentType_Production       ,DepartmentType_Sales,DepartmentType_Software Engineering,PayZone_Zone B,PayZone_Zone C
0,50,572,2,0,0,0,0,0,1,0,0,0,0,1
0,67,138,2,1,0,0,0,0,0,0,0,1,1,0
1,36,232,2,0,0,0,1,0,0,0,0,0,0,0
1,79,1727,2,1,0,0,0,0,0,0,0,0,0,1
0,79,1005,2,0,1,0,0,0,0,0,0,0,1,0
0,48,1512,2,1,0,0,0,0,1,0,0,0,0,0
0,73,89,2,0,0,1,0,0,1,0,0,0,1,0
1,78,1646,2,0,0,0,1,0,0,0,0,1,0,0
1,78,1128,2,1,0,0,0,0,0,0,0,0,0,0
1,73,1215,2,0,0,0,1,0,0,0,0,0,0,0
0,38,2042,2,0,0,1,0,0,0,0,0,0,0,1
0,44,500,2,0,1,0,0,0,1,0,0,0,1,0
0,81,245,2,0,0,0,1,0,1,0,0,0,1,0
1,47,1643,2,0,1,0,0,0,0,0,0,1,0,1
1,40,65,2,0,0,0,0,0,0,0,0,0,1,0
1,67,1284,2,0,0,0,1,0,0,0,0,0,1,0
0,45,1322,2,0,0,0,1,0,0,0,0,0,0,0
0,48,1193,2,0,0,1,0,0,0,0,0,0,0,0
0,77,547,2,0,0,0,1,0,1,0,0,0,0,1
0,31,320,2,0,1,0,0,0,1,0,0,0,1,0
1,33,591,2,0,0,1,0,0,0,0,0,1,0,1
1,76,481,2,0,0,0,1,0,0,0,0,0,1,0
1,57,1522,2,1,0,0,0,0,0,0,0,0,1,0
0,28,1863,2,0,0,0,1,0,0,0,0,0,0,1
0,51,1758,2,0,0,1,0,0,0,0,0,0,1,0
0,80,478,2,0,0,0,1,0,1,0,0,0,0,0
1,67,487,2,1,0,0,0,0,0,0,0,1,0,1
1,81,160,2,0,1,0,0,0,0,0,0,0,1,0
1,37,93,2,0,1,0,0,0,0,0,0,0,0,0
0,53,1043,2,1,0,0,0,0,0,0,0,0,0,1
0,30,1450,2,1,0,0,0,0,0,0,0,0,1,0
0,28,2655,2,0,0,0,0,0,0,0,0,0,0,0
0,61,1708,0,0,0,0,0,0,1,0,0,0,1,0
1,76,22,3,1,0,0,0,0,0,0,0,0,0,0
1,42,389,3,0,0,0,0,0,0,0,0,0,0,1
1,44,1011,0,0,0,0,0,0,0,0,0,0,0,0
0,53,124,3,0,0,0,1,0,0,0,0,0,0,1
0,43,2476,3,0,1,0,0,0,0,0,0,0,0,1
0,76,226,3,1,0,0,0,0,1,0,0,0,1,0
1,35,2036,3,0,0,0,1,0,1,0,0,0,1,0
1,32,2221,3,0,0,0,1,0,0,0,0,0,0,1
1,52,1865,3,1,0,0,0,0,0,0,1,0,0,1
1,33,1446,3,1,0,0,0,0,0,0,0,0,0,0
1,69,49,3,1,0,0,0,0,0,0,0,0,0,0
0,34,1257,3,0,0,0,1,0,0,0,0,0,0,0
0,40,303,3,0,0,1,0,0,0,0,0,0,0,0
1,83,2493,3,0,0,0,1,0,1,0,0,0,1,0
1,26,1755,3,0,0,0,0,0,0,0,0,0,1,0
1,67,800,3,0,0,1,0,0,0,0,1,0,1,0
1,58,129,3,0,0,0,1,0,0,0,0,0,0,0
1,51,1421,0,0,0,0,1,0,0,0,0,0,0,1
0,41,1197,3,0,0,0,1,0,0,0,0,0,0,0
0,73,2066,3,0,1,0,0,0,0,0,0,0,0,0
1,25,1295,0,0,0,1,0,0,1,0,0,0,0,0
1,58,2523,3,0,0,0,1,0,0,0,0,0,1,0
1,31,231,3,0,1,0,0,0,0,0,0,0,0,1
1,70,247,0,0,0,1,0,0,0,0,0,0,1,0
1,60,2165,0,0,1,0,0,0,0,0,0,0,0,1
1,49,1218,3,0,0,0,1,0,0,0,0,0,0,1
0,74,530,0,0,1,0,0,0,0,0,0,0,1,0
1,55,364,3,1,0,0,0,0,0,0,0,0,1,0
0,63,2380,3,0,1,0,0,0,0,1,0,0,0,0
0,70,2670,3,0,0,0,0,0,0,1,0,0,0,1
1,84,2223,1,0,0,1,0,0,0,1,0,0,0,0
1,71,69,3,0,1,0,0,0,0,1,0,0,0,0
1,79,366,3,0,0,1,0,0,0,1,0,0,0,1
0,83,2662,3,1,0,0,0,0,0,1,0,0,0,0
0,65,9,3,1,0,0,0,0,0,1,0,0,0,1
1,69,653,3,0,1,0,0,0,0,1,0,0,0,0
0,45,76,3,0,0,1,0,0,0,1,0,0,0,0
1,53,794,1,0,0,0,1,0,0,1,0,0,0,1
1,48,1054,1,0,0,1,0,0,0,1,0,0,0,1
1,71,1625,3,0,0,0,1,0,0,1,0,0,1,0
0,58,2677,3,0,0,0,1,0,0,1,0,0,1,0
1,37,1697,3,0,0,0,1,0,0,1,0,0,1,0
1,81,1761,3,0,0,0,1,0,0,1,0,0,1,0
0,47,910,3,0,1,0,0,0,0,1,0,0,1,0
1,49,1281,3,0,0,1,0,0,0,1,0,0,0,0
1,43,1287,3,0,0,0,0,0,0,1,0,0,0,0
0,43,1126,3,0,1,0,0,0,0,1,0,0,1,0
1,45,1874,3,0,0,1,0,0,0,1,0,0,1,0
1,45,910,3,0,0,1,0,0,0,1,0,0,0,0
1,80,427,3,0,0,0,1,0,0,1,0,0,0,1
1,45,2498,3,0,1,0,0,0,0,1,0,0,0,1
1,43,2510,3,0,0,0,1,0,0,1,0,0,1,0
0,83,1230,1,1,0,0,0,0,0,1,0,0,0,0
0,59,253,3,0,0,0,0,0,0,1,0,0,0,1
0,48,2081,3,0,0,0,0,0,0,1,0,0,0,0
0,72,2216,3,0,0,0,0,0,0,1,0,0,1,0
1,77,1861,3,0,0,1,0,0,0,1,0,0,0,1
1,25,2777,1,0,0,1,0,0,0,1,0,0,0,1
1,42,1078,3,0,0,1,0,0,0,1,0,0,0,1
1,75,1795,3,0,0,0,1,0,0,1,0,0,1,0
1,77,1372,3,0,0,1,0,0,0,1,0,0,0,1
1,31,380,1,0,1,0,0,0,0,1,0,0,1,0
1,34,1409,1,0,0,0,1,0,0,1,0,0,0,0
1,43,259,1,0,0,0,0,0,0,1,0,0,1,0
1,83,2465,1,1,0,0,0,0,0,1,0,0,1,0
1,25,249,3,0,1,0,0,0,0,1,0,0,0,0
0,73,2628,1,0,0,0,0,0,0,1,0,0,0,0
0,56,1243,3,0,0,0,1,0,0,1,0,0,0,1
1,81,841,3,0,1,0,0,0,0,1,0,0,1,0
1,67,18,1,0,0,0,0,0,0,1,0,0,0,0
1,74,2607,3,1,0,0,0,0,0,1,0,0,1,0
0,34,2482,3,0,0,0,1,0,0,1,0,0,0,0
1,30,233,1,0,0,0,1,0,0,1,0,0,0,1
1,39,1551,3,0,0,0,1,0,0,1,0,0,0,1
1,27,1739,3,0,1,0,0,0,0,1,0,0,0,1
0,36,1284,1,0,1,0,0,0,0,1,0,0,0,1
0,29,2013,3,0,0,0,0,0,0,1,0,0,0,1
0,48,5,3,0,0,0,0,0,0,1,0,0,1,0
1,38,280,1,0,0,0,0,0,0,1,0,0,0,0
1,29,1004,1,0,1,0,0,0,0,1,0,0,0,0
1,44,301,1,0,1,0,0,0,0,1,0,0,0,0
1,32,2776,1,1,0,0,0,0,0,1,0,0,0,0
1,66,2465,1,0,0,0,1,0,0,1,0,0,0,1
1,54,2405,1,0,0,0,1,0,0,1,0,0,0,1
1,62,389,3,0,0,0,1,0,0,1,0,0,0,1
1,29,952,3,0,0,0,1,0,0,1,0,0,1,0
1,71,196,3,1,0,0,0,0,0,1,0,0,0,1
1,49,2059,1,0,0,1,0,0,0,1,0,0,0,0
0,60,1266,1,0,0,1,0,0,0,1,0,0,1,0
0,68,803,1,0,0,0,1,0,0,1,0,0,0,1
1,81,1220,1,0,1,0,0,0,0,1,0,0,0,0
1,73,2596,1,0,0,0,1,0,0,1,0,0,1,0
0,35,1139,1,1,0,0,0,0,0,1,0,0,0,1
0,49,2,1,0,1,0,0,0,0,1,0,0,0,1
1,31,2320,1,0,0,1,0,0,0,1,0,0,0,1
1,69,14,3,0,1,0,0,0,0,1,0,0,1,0
1,48,2719,3,0,0,1,0,0,0,1,0,0,0,0
1,32,1933,3,0,1,0,0,0,0,1,0,0,0,0
0,79,1699,3,1,0,0,0,0,0,1,0,0,0,1
0,70,479,3,0,0,1,0,0,0,1,0,0,0,0
1,25,535,3,0,0,0,0,0,0,1,0,0,0,1
1,66,1026,3,0,0,1,0,0,0,1,0,0,0,1
1,50,2037,3,0,1,0,0,0,0,1,0,0,0,1
1,68,2654,3,0,0,0,0,0,0,1,0,0,0,1
1,67,338,3,0,0,1,0,0,0,1,0,0,0,0
1,37,1887,3,0,0,0,1,0,0,1,0,0,0,0
1,37,1131,2,1,0,0,0,0,0,1,0,0,0,0
1,60,2685,3,0,1,0,0,0,0,1,0,0,0,0
1,49,1687,3,0,0,0,0,0,0,1,0,0,1,0
1,30,1181,3,0,0,0,0,0,0,1,0,0,1,0
0,66,819,3,0,0,0,1,0,0,1,0,0,1,0
0,54,1707,3,0,0,1,0,0,0,1,0,0,0,1
1,83,2047,3,1,0,0,0,0,0,1,0,0,1,0
1,83,2,3,0,1,0,0,0,0,1,0,0,0,1
0,32,124,3,0,0,1,0,0,0,1,0,0,0,0
0,63,270,0,0,0,1,0,0,0,1,0,0,0,1
1,62,1147,3,0,0,0,0,0,0,1,0,0,1,0
1,72,883,3,0,0,1,0,0,0,1,0,0,1,0
1,74,1944,3,0,0,0,1,0,0,1,0,0,1,0
0,32,2663,1,1,0,0,0,0,0,1,0,0,1,0
0,25,1146,3,0,0,0,0,0,0,1,0,0,0,0
1,74,2366,3,0,0,0,0,0,0,1,0,0,0,1
1,64,152,3,0,1,0,0,0,0,1,0,0,0,0
1,34,2190,3,0,1,0,0,0,0,1,0,0,1,0
1,54,758,3,0,0,0,0,0,0,1,0,0,0,0
1,26,2615,2,0,1,0,0,0,0,1,0,0,0,0
1,54,323,2,0,0,0,0,0,0,1,0,0,1,0
1,63,647,2,0,1,0,0,0,0,1,0,0,0,0
1,81,1980,2,0,0,0,1,0,0,1,0,0,0,0
1,56,2456,1,0,0,0,1,0,0,1,0,0,0,0
1,44,2247,3,0,1,0,0,0,0,1,0,0,0,1
0,70,2189,3,0,0,1,0,0,0,1,0,0,1,0
0,45,1370,2,1,0,0,0,0,0,1,0,0,1,0
1,77,417,2,0,1,0,0,0,0,1,0,0,1,0
0,55,1765,2,0,1,0,0,0,0,1,0,0,0,0
0,75,370,2,0,0,0,1,0,0,1,0,0,0,0
0,30,2008,1,1,0,0,0,0,0,1,0,0,0,1
1,82,5,3,1,0,0,0,0,0,1,0,0,1,0
1,51,232,2,0,0,1,0,0,0,1,0,0,0,0
1,41,2548,2,0,1,0,0,0,0,1,0,0,1,0
0,26,344,2,0,1,0,0,0,0,1,0,0,0,0
0,39,700,2,0,0,0,1,0,0,1,0,0,1,0
1,41,7,2,1,0,0,0,0,0,1,0,0,0,0
1,54,632,1,0,0,1,0,0,0,1,0,0,0,1
1,83,2287,3,0,0,1,0,0,0,1,0,0,0,0
1,53,734,3,0,1,0,0,0,0,1,0,0,1,0
1,29,1748,2,1,0,0,0,0,0,1,0,0,0,1
1,61,1080,2,0,0,0,1,0,0,1,0,0,1,0
1,66,1449,2,0,0,1,0,0,0,1,0,0,0,1
1,45,1876,2,1,0,0,0,0,0,1,0,0,0,1
1,30,34,2,0,1,0,0,0,0,1,0,0,0,1
1,43,561,2,0,0,0,0,0,0,1,0,0,1,0
0,32,2326,2,0,0,1,0,0,0,1,0,0,0,1
0,42,1389,2,0,1,0,0,0,0,1,0,0,0,1
1,29,2777,2,0,0,1,0,0,0,1,0,0,1,0
0,82,1296,2,0,1,0,0,0,0,1,0,0,1,0
0,40,144,2,0,0,0,1,0,0,1,0,0,0,1
0,50,1460,2,0,0,0,1,0,0,1,0,0,1,0
1,55,85,2,0,0,0,0,0,0,1,0,0,1,0
1,49,916,2,0,0,0,1,0,0,1,0,0,0,0
0,36,273,1,1,0,0,0,0,0,1,0,0,1,0
0,82,1904,2,0,1,0,0,0,0,1,0,0,1,0
0,54,1012,2,0,0,1,0,0,0,1,0,0,1,0
1,51,1145,2,0,0,1,0,0,0,1,0,0,0,0
1,79,327,1,0,0,0,0,0,0,1,0,0,1,0
1,39,1837,2,0,0,1,0,0,0,1,0,0,1,0
1,46,82,2,0,0,0,0,0,0,1,0,0,0,0
1,72,1262,2,0,0,0,0,0,0,1,0,0,0,0
1,51,1116,2,0,1,0,0,0,0,1,0,0,0,1
1,26,1238,2,0,0,1,0,0,0,1,0,0,1,0
1,40,29,2,0,0,0,0,0,0,1,0,0,0,0
1,82,88,2,0,0,0,0,0,0,1,0,0,1,0
1,35,251,2,1,0,0,0,0,0,1,0,0,0,1
0,61,1527,2,0,0,0,1,0,0,1,0,0,1,0
1,25,1822,2,1,0,0,0,0,0,1,0,0,1,0
1,70,1224,2,0,0,0,0,0,0,1,0,0,0,1
0,76,2087,2,0,1,0,0,0,0,1,0,0,1,0
0,25,1200,2,0,0,0,1,0,0,1,0,0,1,0
0,65,277,2,0,1,0,0,0,0,1,0,0,0,0
1,59,1901,2,1,0,0,0,0,0,1,0,0,0,1
1,53,1934,2,1,0,0,0,0,0,1,0,0,0,1
0,33,1488,2,0,0,0,1,0,0,1,0,0,0,0
0,64,663,2,1,0,0,0,0,0,1,0,0,0,0
1,31,819,2,0,0,1,0,0,0,1,0,0,0,1
1,69,2783,2,0,1,0,0,0,0,1,0,0,0,0
1,73,484,2,0,1,0,0,0,0,1,0,0,1,0
1,32,362,2,0,1,0,0,0,0,1,0,0,1,0
0,61,2519,1,0,0,0,0,0,0,1,0,0,0,0
1,33,1460,2,0,0,1,0,0,0,1,0,0,0,1
1,64,693,2,1,0,0,0,0,0,1,0,0,0,0
1,49,748,2,1,0,0,0,0,0,1,0,0,1,0
1,73,6,2,0,0,0,0,0,0,1,0,0,0,1
1,65,1234,2,0,0,1,0,0,0,1,0,0,0,1
0,74,436,2,0,0,0,1,0,0,1,0,0,1,0
1,60,2595,2,0,1,0,0,0,0,1,0,0,0,0
1,33,1092,2,0,0,0,0,0,0,1,0,0,1,0
0,34,743,2,0,1,0,0,0,0,1,0,0,1,0
0,45,2078,2,1,0,0,0,0,0,1,0,0,0,0
0,60,129,2,0,0,1,0,0,0,1,0,0,1,0
0,78,347,2,0,0,1,0,0,0,1,0,0,0,0
1,69,1907,2,0,1,0,0,0,0,1,0,0,0,1
1,82,385,2,1,0,0,0,0,0,1,0,0,1,0
1,65,152,2,1,0,0,0,0,0,1,0,0,0,1
0,35,84,3,0,0,1,0,0,0,1,0,0,0,0
0,65,318,2,0,0,0,0,0,0,1,0,0,0,1
1,63,455,3,0,1,0,0,0,0,1,0,0,1,0
1,47,147,2,0,0,0,0,0,0,1,0,0,0,1
1,31,1188,2,0,0,0,0,0,0,1,0,0,1,0
0,51,1914,2,1,0,0,0,0,0,1,0,0,0,1
0,34,184,2,0,0,0,0,0,0,1,0,0,0,1
1,39,1806,3,0,1,0,0,0,0,1,0,0,0,0
1,75,376,2,1,0,0,0,0,0,1,0,0,0,1
1,41,1874,2,0,0,1,0,0,0,1,0,0,0,0
1,36,16,2,0,1,0,0,0,0,1,0,0,0,1
1,83,699,2,0,0,0,0,0,0,1,0,0,0,0
0,80,323,1,1,0,0,0,0,0,1,0,0,0,1
1,63,1966,2,1,0,0,0,0,0,1,0,0,1,0
0,45,702,1,0,1,0,0,0,0,1,0,0,1,0
0,31,1761,2,0,0,0,1,0,0,1,0,0,0,0
0,54,1126,1,0,0,0,0,0,0,1,0,0,0,0
0,75,178,2,0,0,0,0,0,0,1,0,0,0,1
1,31,611,1,0,0,1,0,0,0,1,0,0,0,1
1,52,10,2,0,0,1,0,0,0,1,0,0,1,0
1,82,2216,2,0,0,0,1,0,0,1,0,0,1,0
1,70,296,2,1,0,0,0,0,0,1,0,0,0,0
1,53,1570,2,0,1,0,0,0,0,1,0,0,0,1
0,41,1442,2,0,0,1,0,0,0,1,0,0,0,1
0,80,1754,2,0,1,0,0,0,0,1,0,0,0,0
1,29,727,2,0,0,0,1,0,0,1,0,0,0,0
0,42,1698,2,1,0,0,0,0,0,1,0,0,0,0
1,68,102,2,0,0,0,0,0,0,1,0,0,0,0
0,44,1129,3,0,0,1,0,0,0,1,0,0,0,0
0,41,1976,3,0,0,0,0,0,0,1,0,0,1,0
1,58,1388,3,1,0,0,0,0,0,1,0,0,1,0
1,56,1060,3,1,0,0,0,0,0,1,0,0,0,0
1,67,84,3,0,0,1,0,0,0,1,0,0,0,1
1,28,1039,3,0,0,0,1,0,0,1,0,0,0,1
1,48,1484,1,1,0,0,0,0,0,1,0,0,0,0
0,50,327,3,0,0,0,1,0,0,1,0,0,0,1
1,32,2736,3,0,1,0,0,0,0,1,0,0,0,0
0,35,482,3,0,0,0,0,0,0,1,0,0,0,1
1,25,187,3,0,0,0,0,0,0,1,0,0,0,0
0,57,1103,3,0,0,0,1,0,0,1,0,0,1,0
0,49,2248,3,0,0,0,0,0,0,1,0,0,1,0
1,69,530,3,1,0,0,0,0,0,1,0,0,1,0
1,82,2550,3,0,0,0,1,0,0,1,0,0,0,1
1,38,1882,1,0,1,0,0,0,0,1,0,0,0,1
1,29,2006,0,0,0,0,1,0,0,1,0,0,0,0
0,72,1627,0,1,0,0,0,0,0,1,0,0,0,0
1,40,9,1,0,0,0,1,0,0,1,0,0,1,0
1,64,1318,1,0,1,0,0,0,0,1,0,0,0,1
0,32,234,1,0,0,0,1,0,0,1,0,0,1,0
1,30,310,3,0,0,1,0,0,0,1,0,0,0,1
0,75,1228,1,0,0,0,0,0,0,1,0,0,1,0
0,66,1201,3,0,0,0,1,0,0,1,0,0,0,1
1,34,2772,1,1,0,0,0,0,0,1,0,0,0,0
1,34,1536,1,1,0,0,0,0,0,1,0,0,1,0
0,48,1607,1,0,0,0,1,0,0,1,0,0,1,0
1,61,996,1,1,0,0,0,0,0,1,0,0,1,0
0,59,2168,1,0,0,0,0,0,0,1,0,0,0,0
0,50,494,1,0,0,1,0,0,1,0,0,0,1,0
0,84,204,1,0,0,0,0,0,1,0,0,0,0,0
0,24,42,1,0,0,1,0,0,1,0,0,0,0,1
0,29,4,1,0,0,0,1,0,1,0,0,0,0,0
0,48,1429,3,0,0,1,0,0,1,0,0,0,1,0
1,79,264,1,0,0,1,0,0,1,0,0,0,1,0
1,60,1085,3,0,0,1,0,0,1,0,0,0,0,1
1,52,334,1,0,0,0,0,0,1,0,0,0,0,0
1,80,1232,2,0,1,0,0,0,1,0,0,0,1,0
1,82,548,2,0,0,1,0,0,1,0,0,0,0,1
1,39,32,2,0,0,0,1,0,1,0,0,0,0,1
1,55,1571,2,1,0,0,0,0,1,0,0,0,0,1
1,32,142,2,1,0,0,0,0,1,0,0,0,1,0
0,51,392,2,1,0,0,0,0,1,0,0,0,0,1
0,37,538,2,0,1,0,0,0,1,0,0,0,0,1
0,27,62,2,0,0,0,1,0,0,0,0,0,1,0
0,40,86,2,1,0,0,0,0,0,0,0,0,0,1
0,31,1008,2,0,0,0,0,0,0,0,1,0,1,0
0,68,113,2,1,0,0,0,0,1,0,0,0,0,0
1,64,462,2,0,1,0,0,0,1,0,0,0,0,0
1,36,82,2,0,0,1,0,0,1,0,0,0,0,1
1,79,36,2,1,0,0,0,0,1,0,0,0,0,0
0,44,625,2,0,0,1,0,0,1,0,0,0,0,0
0,25,5,2,0,0,1,0,0,1,0,0,0,0,1
0,50,617,2,0,1,0,0,0,1,0,0,0,0,0
0,38,763,2,1,0,0,0,0,0,0,0,0,0,1
0,40,990,2,1,0,0,0,0,1,0,0,0,1,0
0,48,1816,2,0,0,0,1,0,0,0,1,0,0,1
0,62,2603,2,0,0,0,1,0,1,0,0,0,0,0
0,80,512,2,0,0,0,0,0,1,0,0,0,0,1
1,33,1324,2,1,0,0,0,0,1,0,0,0,0,0
1,40,183,2,0,0,0,1,0,1,0,0,0,0,1
0,69,415,2,0,1,0,0,0,1,0,0,0,1,0
0,26,119,2,1,0,0,0,0,1,0,0,0,1,0
0,83,1021,2,1,0,0,0,0,1,0,0,0,0,0
0,40,1338,2,1,0,0,0,0,0,0,0,0,0,1
0,56,2537,2,0,0,1,0,0,1,0,0,0,1,0
0,50,2374,2,0,0,1,0,0,1,0,0,0,1,0
1,48,479,2,0,0,0,1,0,0,0,1,0,0,1
0,54,23,2,0,0,1,0,0,1,0,0,0,1,0
0,43,2603,2,0,1,0,0,0,1,0,0,0,0,1
1,62,2717,2,0,1,0,0,0,1,0,0,0,0,1
1,65,358,2,0,0,0,0,0,1,0,0,0,0,1
0,34,1858,2,0,0,0,1,0,1,0,0,0,0,1
0,62,2325,2,1,0,0,0,0,1,0,0,0,0,0
0,47,1724,2,1,0,0,0,0,1,0,0,0,0,0
0,54,2806,2,1,0,0,0,0,0,0,0,0,0,0
0,78,1029,2,1,0,0,0,0,0,0,0,0,0,1
0,64,2054,2,0,0,0,0,0,1,0,0,0,0,0
1,65,2482,2,0,0,1,0,0,1,0,0,0,0,0
1,61,21,2,0,0,0,1,0,0,0,1,0,0,0
0,78,1883,2,0,0,0,0,0,1,0,0,0,1,0
1,75,2448,2,0,0,1,0,0,1,0,0,0,0,1
1,79,405,2,0,0,1,0,0,1,0,0,0,1,0
0,66,72,2,0,1,0,0,0,1,0,0,0,0,0
0,62,1092,2,0,0,1,0,0,1,0,0,0,1,0
1,60,1375,2,0,0,1,0,0,1,0,0,0,1,0
1,80,185,2,1,0,0,0,0,0,0,0,0,0,0
0,81,333,2,1,0,0,0,0,0,0,0,0,0,1
0,49,357,2,0,0,1,0,0,1,0,0,0,0,1
1,51,60,2,0,0,0,1,0,1,0,0,0,1,0
1,55,1798,2,1,0,0,0,0,1,0,0,0,1,0
1,38,184,2,0,0,1,0,0,0,0,1,0,1,0
0,63,22,2,0,1,0,0,0,1,0,0,0,0,0
1,57,197,2,1,0,0,0,0,1,0,0,0,0,0
0,72,164,2,1,0,0,0,0,1,0,0,0,0,1
0,59,1256,2,0,0,0,1,0,1,0,0,0,0,1
0,69,1208,2,0,0,1,0,0,1,0,0,0,0,0
0,40,628,2,0,0,1,0,0,0,0,0,0,0,1
0,84,150,2,1,0,0,0,0,0,0,0,0,0,0
0,80,2402,2,1,0,0,0,0,1,0,0,0,0,0
1,82,832,2,0,0,1,0,0,1,0,0,0,0,1
1,40,1227,2,0,0,1,0,0,1,0,0,0,0,1
0,64,50,2,0,0,0,0,0,1,0,0,0,0,0
1,44,1564,2,0,0,1,0,0,1,0,0,0,0,1
0,63,1639,2,0,1,0,0,0,1,0,0,0,0,1
0,38,58,2,0,0,0,0,0,1,0,0,0,1,0
0,31,110,2,0,0,0,1,0,1,0,0,0,0,0
0,32,289,2,0,1,0,0,0,0,0,0,0,0,1
0,68,2783,2,0,0,0,0,0,1,0,0,0,0,1
0,71,1264,2,0,0,1,0,0,1,0,0,0,0,0
1,36,1453,2,0,0,1,0,0,1,0,0,0,0,0
1,48,2770,2,0,0,1,0,0,0,0,1,0,1,0
1,31,1985,2,0,1,0,0,0,1,0,0,0,0,1
1,68,2769,2,0,1,0,0,0,1,0,0,0,1,0
1,36,815,2,0,1,0,0,0,1,0,0,0,0,0
0,32,664,2,0,0,0,0,0,1,0,0,0,0,1
0,36,254,2,0,0,0,0,0,1,0,0,0,0,0
0,64,176,2,1,0,0,0,0,1,0,0,0,0,1
0,54,297,2,1,0,0,0,0,0,0,0,0,0,0
0,41,1587,2,0,0,1,0,0,1,0,0,0,0,0
1,54,2700,2,1,0,0,0,0,1,0,0,0,0,0
1,35,1615,2,0,0,0,0,0,1,0,0,0,1,0
1,26,1573,2,0,0,0,1,0,0,0,1,0,1,0
1,60,701,2,0,0,0,1,0,1,0,0,0,1,0
1,65,596,2,0,0,0,0,0,1,0,0,0,0,1
0,66,675,2,0,0,0,0,0,1,0,0,0,1,0
0,25,1130,2,0,0,1,0,0,1,0,0,0,1,0
0,33,1754,2,0,1,0,0,0,1,0,0,0,1,0
0,61,1049,2,0,0,1,0,0,1,0,0,0,0,1
0,27,1145,2,0,0,0,1,0,1,0,0,0,1,0
1,58,1532,2,0,1,0,0,0,1,0,0,0,1,0
1,57,725,2,1,0,0,0,0,0,0,1,0,1,0
1,68,212,2,0,0,1,0,0,1,0,0,0,0,1
0,78,1800,2,1,0,0,0,0,1,0,0,0,0,0
0,45,2496,2,0,0,0,0,0,1,0,0,0,1,0
0,30,1096,2,0,1,0,0,0,1,0,0,0,1,0
0,54,2243,2,0,0,0,1,0,0,1,0,0,0,1
1,79,353,2,0,0,1,0,0,0,1,0,0,0,0
1,49,1100,2,0,0,0,1,0,0,1,0,0,1,0
0,79,212,2,1,0,0,0,0,0,1,0,0,1,0
1,65,164,2,0,1,0,0,0,0,1,0,0,1,0
1,76,407,2,1,0,0,0,0,0,1,0,0,0,0
0,83,2662,2,0,0,0,1,0,0,1,0,0,0,1
1,84,736,2,0,0,0,1,0,0,1,0,0,0,0
0,70,1256,2,0,0,1,0,0,0,1,0,0,0,0
1,43,2746,2,0,1,0,0,0,0,1,0,0,0,1
0,42,36,2,0,0,0,1,0,0,1,0,0,0,0
1,44,1386,2,0,1,0,0,0,0,1,0,0,1,0
1,63,503,2,0,0,1,0,0,0,1,0,0,1,0
1,45,1326,2,0,0,0,0,0,0,1,0,0,0,0
1,55,1946,2,0,0,0,0,0,0,1,0,0,1,0
0,24,2712,2,1,0,0,0,0,0,1,0,0,0,1
1,79,1380,2,0,1,0,0,0,0,1,0,0,0,1
1,36,1549,2,0,0,1,0,0,0,1,0,0,0,1
0,64,624,2,0,1,0,0,0,0,1,0,0,0,0
1,33,17,2,0,0,0,1,0,0,1,0,0,0,0
1,53,173,2,0,0,0,1,0,0,1,0,0,0,0
1,62,1985,2,0,1,0,0,0,0,1,0,0,1,0
1,49,2705,2,0,0,1,0,0,0,1,0,0,0,1
1,24,1111,2,0,1,0,0,0,0,1,0,0,0,1
0,43,34,2,0,0,0,1,0,0,1,0,0,1,0
0,83,116,2,1,0,0,0,0,0,1,0,0,0,1
0,34,1329,2,0,0,0,0,0,0,1,0,0,0,1
0,31,2679,2,0,0,1,0,0,0,1,0,0,1,0
0,65,1428,2,1,0,0,0,0,0,1,0,0,0,0
1,41,2307,2,0,0,0,1,0,0,1,0,0,0,0
0,67,2678,2,0,0,0,1,0,0,1,0,0,1,0
0,78,638,2,0,0,0,1,0,0,1,0,0,1,0
0,32,86,2,0,1,0,0,0,0,1,0,0,0,1
1,65,277,2,0,0,1,0,0,0,1,0,0,0,1
1,25,8,2,0,0,0,1,0,0,1,0,0,1,0
1,76,1124,2,0,0,0,0,0,0,1,0,0,1,0
1,77,1203,2,1,0,0,0,0,0,1,0,0,0,0
1,34,2391,2,0,0,0,0,0,0,1,0,0,0,1
1,68,679,2,0,0,0,0,0,0,1,0,0,1,0
1,30,80,2,0,0,0,1,0,0,1,0,0,0,0
1,49,201,2,1,0,0,0,0,0,1,0,0,0,1
0,52,51,2,0,1,0,0,0,0,1,0,0,1,0
0,55,2791,2,0,1,0,0,0,0,1,0,0,0,0
0,75,2137,2,0,1,0,0,0,0,1,0,0,0,1
0,71,1127,2,0,0,0,0,0,0,1,0,0,0,0
0,84,777,2,1,0,0,0,0,0,1,0,0,1,0
1,36,1241,2,0,0,0,0,0,0,1,0,0,1,0
0,29,432,2,1,0,0,0,0,0,1,0,0,0,0
0,71,455,2,0,0,0,0,0,0,1,0,0,0,1
1,64,691,2,0,1,0,0,0,0,1,0,0,1,0
1,77,2566,2,0,0,1,0,0,0,1,0,0,1,0
1,65,1024,2,0,0,1,0,0,0,1,0,0,0,0
1,32,63,2,0,1,0,0,0,0,1,0,0,0,1
